,1014-G002-150-F-TIPmmrsa,3216-E075-1-G1-TIPmmrsa,3337-E083-14-G-TIPmmrsa,3985-G015-30-R-TIPmmrsa,454-G006-30-N-TIPmmrsa,522-2011-0-NMRSA,1675-F027-1-O-TIPmmrsa,1907-2026-0-NMRSA,1952-3040-0-NMRSA,172-3006-0-NMRSA,7726-2071-14-HMRSA,2893-4047-0-NMRSA,1104-1026-0-HMRSA,974-1019-14-NMRSA,982-1024-0-HMRSA,1572-E041-1-G-TIPmmrsa,2897-4048-0-HMRSA,7635-3125-0-NMRSA,587-1018-0-HMRSA,2087-F041-14-U-TIPmmrsa,504-1008-0-NMRSA,1567-1035-0-NMRSA,1999-1039-0-HMRSA,5633-4094-0-NMRSA,3725-K018-1-N-TIPmmrsa,1837-E055-1-N-TIPmmrsa,1894-F033-1-G-TIPmmrsa,2084-F036-60-O-TIPmmrsa,3218-E076-1-N-TIPmmrsa,3258-F045-30-R-TIPmmrsa,3377-F049-30-N-TIPmmrsa,3404-F048-90-N-TIPmmrsa,3477-F053-1-N1-TIPmmrsa,3611-F059-14-N-TIPmmrsa,3658-F063-1-F-TIPmmrsa,5510-4088-14-RMRSA,5870-4054-180-NMRSA,3842-4067-0-HMRSA,731-F008-60-G-TIPmmrsa,733-G008-14-F-TIPmmrsa,1653-E043-14-N-TIPmmrsa,2010-4038-0-NMRSA,4681-4078-0-NMRSA,1507-2023-0-NMRSA,7122-4107-14-NMRSA,2689-2030-0-HMRSA,3528-L013-1-N-TIPmmrsa,2573-5010-0-NMRSA,6598-5037-14-HMRSA,4249-6029-30-HMRSA,96-3004-0-HMRSA,3938-K019-14-U-TIPmmrsa,3102-6017-14-NMRSA,7304-6059-0-HMRSA,3614-F061-1-O-TIPmmrsa,2095-2027-0-NMRSA,1891-E053-14-N-TIPmmrsa,6308-5036-0-HMRSA,4074-F070-60-U-TIPmmrsa,2457-1048-0-NMRSA,371-F007-14-F-TIPmmrsa,2064-K016-1-N-TIPmmrsa,3527-L014-1-N-TIPmmrsa,3440-D045-30-N-TIPmmrsa,61-L001-1-N-TIPmmrsa,32-K006-1-G-TIPmmrsa,3242-E079-1-N-TIPmmrsa,2239-3031-60-NMRSA,1252-6005-0-NMRSA,3614-5015-14-HMRSA,1373-4024-0-NMRSA,7969-3129-0-NMRSA,3796-L019-0-O-TIPmmrsa,4389-6035-0-HMRSA,4997-5030-0-NMRSA,988-2013-30-NMRSA,4880-3077-14-HMRSA,1534-E001-240-N-TIPmmrsa,3376-E087-1-N-TIPmmrsa,3797-C018-60-G-TIPmmrsa,1679-E042-30-O-TIPmmrsa,1319-E031-1-N-TIPmmrsa,1634-F025-1-U-TIPmmrsa,3490-E102-1-N-TIPmmrsa,3749-J029-1-W-TIPmmrsa,3750-K017-60-R-TIPmmrsa,3885-F067-1-G-TIPmmrsa,4478-3067-14-OMRSA,5797-4073-60-HMRSA,5726-3094-0-HMRSA,1436-D020-1-N1-TIPmmrsa,3624-L016-1-N-TIPmmrsa,369-D002-30-R-TIPmmrsa,526-1016-0-NMRSA,6745-6057-0-NMRSA,7473-4115-0-NMRSA,6125-4099-0-NMRSA,3577-H009-270-N-TIPmmrsa,4906-2046-0-HMRSA,6590-3105-0-NMRSA,839-4014-14-NMRSA,293-E002-DC-O-TIPmmrsa,3846-I013-120-N-TIPmmrsa,679-L004-DC-N-TIPmmrsa,1044-E028-1-N1-TIPmmrsa,717-E019-14-G-TIPmmrsa,895-E022-30-G1-TIPmmrsa,3033-E071-14-N1-TIPmmrsa,3530-E105-1-N-TIPmmrsa,1477-J007-1-N-TIPmmrsa,3018-F037-60-N-MRSA-TIP,5755-3089-30-NMRSA,34-A001-1-F-MRSA-TIP,803-A001-120-N-MRSA-TIP,3962-E117-1-W-TIPmmrsa,1974-4037-0-NMRSA,2175-4035-14-HMRSA,343-4007-0-NMRSA,453-G004-60-F-TIPmmrsa,6283-5035-0-NMRSA,3243-E080-1-N-TIPmmrsa,3134-A014-1-N-TIPmmrsa,3562-J023-1-U-TIPmmrsa,4003-F066-60-N-MRSA-TIP,6126-6050-0-NMRSA,173-6001-0-NMRSA,6199-1095-0-NMRSA,3964-2040-0-NMRSA,631-E011-30-N-TIPmmrsa,3623-j022-30-F-TIPmmrsa,4002-3062-0-NMRSA,675-H003-60-G1-TIPmmrsa,547-F009-30-N-TIPmmrsa,1041-E024-1-N-TIPmmrsa,4644-3064-30-HMRSA,1456-1032-0-NMRSA,147-K009-14-N-TIPmmrsa,355-K001-60-F-TIP-MRSA,110-A008-1-F-TIPmmrsa,54-A007-1-N-TIPmmrsa,9081-3152-14-NMRSA,7543-6041-120-NMRSA,1936-F012-330-F-TIPmmrsa,7359-6061-0-NMRSA,3720-J026-1-N-TIPmmrsa,667-C001-60-F-TIPmmrsa,6800-4104-0-HMRSA,520-2010-0-NMRSA,6505-4101-14-NMRSA,7899-2076-0-NMRSA,3641-B012-60-G-TIPmmrsa,2567-1050-0-NMRSA,3469-E096-14-F-TIPmmrsa,4055-6031-0-NMRSA,1998-5005-0-RMRSA,2018-J014-1-N-TIPmmrsa,511-J001-30-R-TIPmmrsa,719-J004-60-U-TIPmmrsa,369-3009-14-NMRSA,429-2005-30-NMRSA,4575-5027-0-RMRSA,3558-H015-1-N1-TIPmmrsa,3558-H019-1-N1-MRSA-TIP,639-3016-0-NMRSA,8066-2078-0-NMRSA,7449-4091-90-NMRSA,721-3019-0-NMRSA,8053-3135-0-HMRSA,3787-H016-90-N-TIPmmrsa,1967-B008-1-N-TIPmmrsa,1258-F015-1-N-TIPmmrsa,1397-F021-1-W-TIPmmrsa,1361-E034-1-N-TIPmmrsa,991-2016-0-NMRSA,1398-E037-1-G-TIPmmrsa,90-3003-0-NMRSA,3484-J011-360-U-TIPmmrsa,1931-5004-0-HMRSA,5407-2054-0-NMRSA,7769-4119-0-NMRSA,6280-3098-14-HMRSA,7841-3073-180-NMRSA,3907-H020-1-N-TIPmmrsa,1645-4028-14-OMRSA,3933-A018-14-W-TIPmmrsa,451-I005-1-R-TIPmmrsa,1966-B007-30-U-TIPmmrsa,3850-B013-90-R-TIPmmrsa,4062-B015-60-G-TIPmmrsa,324-H001-30-U-TIPmmrsa,3449-E093-14-N-TIPmmrsa,3019-F039-30-O-TIPmmrsa,3468-E082-90-F-TIPmmrsa,1476-J005-150-U-TIPmmrsa,1799-J006-210-N-TIPmmrsa,2568-2029-14-HMRSA,3498-6022-0-OMRSA,5684-6047-0-HMRSA,1685-4031-0-NMRSA,1745-6010-0-NMRSA,2322-6014-0-NMRSA,3414-2038-0-NMRSA,3865-3058-14-NMRSA,7541-5041-0-NMRSA,722-3020-0-NMRSA,591-6002-30-OMRSA,1480-G005-240-F-TIPmmrsa,3709-4065-0-NMRSA,3045-F043-1-N-TIPmmrsa,3183-D040-1-N-TIPmmrsa,3390-D041-90-O-TIPmmrsa,515-E012-14-F-TIPmmrsa,1396-B005-1-U-TIPmmrsa,1663-B002-300-N1-MRSA-TIP,273-4005-0-NMRSA,1734-E047-14-N-TIPmmrsa,3011-2034-0-HMRSA,1170-K007-210-F-TIPmmrsa,206-K008-30-U-TIPmmrsa,62-K010-1-N-TIPmmrsa,11-K003-1-N-TIPmmrsa,1857-I006-120-N-TIPmmrsa,1332-C007-90-R-TIPmmrsa,1454-B006-14-U-TIPmmrsa,3431-F034-240-N-TIPmmrsa,4956-2048-0-NMRSA,1856-A011-30-N-TIPmmrsa,5106-4084-0-HMRSA,6116-3096-14-NMRSA,6124-3100-0-NMRSA,1641-I008-1-R-TIPmmrsa,1318-D015-14-N2-TIPmmrsa,1321-G009-1-N-TIPmmrsa,1538-G010-14-F-TIPmmrsa,643-3018-0-SMRSA,3508-F055-14-N1-TIPmmrsa,2497-3042-0-NMRSA,3050-J015-1-O-TIPmmrsa,888-J003-90-N-TIPmmrsa,368-D001-30-N-TIPmmrsa,897-D004-14-N1-TIPmmrsa,5312-4090-0-NMRSA,3492-E103-1-N-TIPmmrsa,919-A010-14-N-TIPmmrsa,370-F005-14-U-TIPmmrsa,5263-3090-0-NMRSA,3504-E104-1-F1-TIPmmrsa,3537-C015-1-N-TIPmmrsa,3830-C019-1-N-TIPmmrsa,1095-E025-1-N-TIPmmrsa,1681-D027-14-N-TIPmmrsa,678-L003-30-U-TIPmmrsa,3496-E098-14-N-TIPmmrsa,3428-F052-1-N-TIPmmrsa,1271-I001-180-N-TIPmmrsa,1441-I007-14-N-TIPmmrsa,3963-I014-1-N-TIPmmrsa,6422-3102-0-HMRSA,1941-1038-0-NMRSA,500-E014-1-F-TIPmmrsa,4510-1076-0-NMRSA,3679-J024-1-G-TIPmmrsa,3220-L012-14-N1-TIPmmrsa,3507-C012-30-N-TIPmmrsa,1479-J009-1-O-TIPmmrsa,2960-3047-0-NMRSA,425-4004-14-NMRSA
3933-A018-14-W-TIPmmrsa,17,17,17,17,17,18,17,17,17,17,17,17,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,24,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,19,17,17,17,17,17,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,17,17,17,18,21,9959,9955,9961,9958,9955,9959,9951,9952,9959,9957,9956,9958,9984,9958,9958,9957,9956,9941,9956,9949,9958,9955,9958,9959,9957,9957,9957,9958,9955,9955,9959,9961,9957,9959,9960,9960,9949,9943,9943,9942,9942,9943,9945,9942,9916,9918,9918,9915,9915,9918,10340,10432,10192,4656,4658,4656,4616,4668,4668,4664,41,41,50,53,52,52,52,52,53,53,52,53,52,21,17,19,19,17,17,18,18,19,6,6,6,6,6,6,6,6,6,7,6,6,7,8,8,6,6,6,6,7,6,6,6,6,6,6,8,6,8,6,6,7,7,7,9,7,7,7,7,6,5,5,5,6,5,6,5,5,6,2,1,1
451-I005-1-R-TIPmmrsa,17,17,17,17,17,18,17,17,17,17,17,17,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,19,17,17,17,17,17,17,17,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,17,17,17,18,20,9984,9981,9985,9981,9980,9983,9976,9978,9985,9984,9982,9980,10011,9983,9984,9984,9983,9967,9980,9975,9981,9980,9984,9981,9982,9982,9981,9981,9981,9981,9982,9982,9982,9983,9984,9982,9980,9971,9973,9972,9971,9972,9974,9972,9935,9939,9938,9934,9934,9937,10219,10192,10324,4679,4681,4679,4638,4668,4668,4687,42,42,41,40,41,32,32,32,33,33,32,33,32,21,17,19,19,17,17,18,18,19,6,6,6,6,6,6,6,6,6,7,6,7,7,6,8,6,6,6,6,7,6,6,6,6,6,6,8,6,8,6,6,7,7,7,7,5,5,5,5,6,5,5,5,6,5,6,5,5,5,2,1,1
1966-B007-30-U-TIPmmrsa,42,42,42,42,41,44,41,42,41,46,42,41,42,42,42,42,42,42,42,43,42,44,44,44,44,43,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,41,43,41,42,42,41,41,41,41,41,42,41,43,41,42,41,42,44,41,41,41,41,41,41,42,41,43,41,42,41,43,41,41,41,41,18,16,16,16,16,35,34,34,34,35,16,35,35,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,18,17,36,36,43,32,19,21,21,32,4696,4697,4697,4692,4695,4693,4692,4694,4696,4693,4694,4693,4671,4694,4694,4694,4694,4688,4694,4691,4695,4692,4694,4694,4693,4694,4693,4693,4672,4673,4697,4696,4675,4696,4696,4695,4695,4689,4691,4690,4691,4688,4691,4689,4680,4679,4680,4677,4678,4668,4677,4656,4679,43733,43705,43693,43069,43303,43296,43212,42,42,40,42,42,37,36,36,38,36,35,38,35,23,17,40,40,18,16,17,17,18,6,9,7,7,7,7,6,6,8,25,25,8,7,8,26,26,7,6,6,7,6,7,6,6,6,6,6,6,31,24,6,7,7,7,10,7,6,6,8,6,11,11,12,8,9,8,5,6,6,1,3,1
3850-B013-90-R-TIPmmrsa,42,42,42,42,41,44,41,42,41,46,42,41,42,42,42,42,42,42,42,43,42,44,44,44,44,43,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,41,43,41,42,42,41,41,41,41,41,42,41,43,41,42,41,42,44,41,41,41,41,41,41,42,41,43,41,42,41,43,41,41,41,41,18,16,16,16,16,35,34,34,34,35,16,35,35,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,18,17,36,36,44,32,19,21,21,32,4709,4710,4710,4715,4708,4719,4718,4707,4709,4706,4707,4706,4673,4707,4707,4707,4707,4701,4707,4704,4708,4705,4707,4707,4706,4707,4695,4706,4674,4675,4710,4709,4677,4709,4709,4708,4697,4691,4693,4692,4693,4690,4693,4691,4699,4698,4686,4701,4704,4670,4679,4658,4681,43705,43780,43754,43063,43297,43299,43202,42,42,40,42,42,37,36,36,38,36,35,38,35,23,17,40,40,18,16,17,17,18,6,9,7,7,7,7,6,6,8,25,25,8,7,8,26,26,7,6,7,7,6,7,6,6,6,6,6,6,31,24,6,7,7,7,10,7,6,6,8,6,11,11,12,8,9,8,5,6,6,1,3,1
4062-B015-60-G-TIPmmrsa,42,42,42,42,41,44,41,42,41,46,42,41,42,42,42,42,42,42,42,43,42,44,44,44,44,43,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,41,43,41,42,42,41,41,41,41,41,42,41,43,41,42,41,42,44,41,41,41,41,41,41,42,41,43,41,42,41,43,41,41,41,41,18,16,16,16,16,35,34,34,34,35,16,35,35,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,18,17,36,36,44,32,19,21,21,32,4707,4708,4708,4713,4706,4717,4716,4705,4707,4704,4705,4704,4671,4705,4705,4705,4705,4699,4705,4702,4706,4703,4705,4705,4704,4705,4693,4704,4672,4673,4708,4707,4675,4707,4707,4706,4695,4689,4691,4690,4691,4688,4691,4689,4697,4696,4684,4699,4702,4668,4677,4656,4679,43693,43754,43772,43051,43285,43285,43192,42,42,40,42,42,37,36,36,38,36,35,38,35,23,17,40,40,18,16,17,17,18,6,9,7,7,7,7,6,6,8,25,25,8,7,8,26,26,7,6,6,7,6,7,6,6,6,6,6,6,31,24,6,7,7,7,10,7,6,6,8,6,11,11,12,8,9,8,5,6,6,1,3,1
324-H001-30-U-TIPmmrsa,39,39,39,39,38,41,38,38,38,43,39,38,39,39,39,39,39,40,39,40,39,41,41,41,41,40,41,41,41,41,41,41,41,41,41,40,40,40,39,39,40,38,39,39,40,40,39,39,39,39,39,40,39,41,39,40,38,39,41,38,38,38,38,38,38,39,38,40,38,39,38,40,38,38,38,38,19,17,17,17,17,35,35,35,35,36,16,36,36,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,18,17,37,37,55,28,19,21,21,30,4656,4657,4657,4650,4655,4655,4654,4654,4656,4654,4655,4654,4631,4655,4655,4655,4655,4649,4654,4651,4655,4652,4654,4654,4653,4655,4654,4654,4632,4633,4657,4656,4634,4656,4656,4656,4663,4650,4651,4651,4652,4649,4652,4650,4643,4642,4642,4638,4641,4631,4637,4616,4638,43069,43063,43051,43342,42883,42889,42793,40,40,38,40,41,36,35,35,37,35,34,37,34,20,18,50,50,18,16,17,17,18,6,9,8,7,8,8,7,7,9,27,27,7,7,8,27,27,7,6,6,7,6,7,6,6,6,6,6,6,41,26,7,7,7,7,10,7,6,6,8,6,11,11,13,8,9,7,5,6,6,1,3,1
3449-E093-14-N-TIPmmrsa,17,17,17,17,16,19,16,16,16,21,17,16,17,17,17,17,17,17,17,18,17,19,19,19,19,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,16,17,16,17,17,16,16,16,16,16,17,16,17,16,17,16,17,19,16,16,16,16,16,16,17,16,18,16,17,16,18,16,16,16,17,18,16,16,16,16,16,16,16,16,17,16,17,17,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,18,17,18,18,20,20,19,21,21,17,4666,4667,4667,4665,4665,4663,4662,4664,4666,4663,4664,4663,4660,4664,4664,4664,4665,4658,4664,4659,4665,4661,4664,4664,4663,4663,4663,4663,4663,4664,4667,4666,4666,4666,4666,4665,4662,4661,4662,4663,4664,4661,4664,4662,4651,4650,4651,4645,4648,4651,4666,4668,4668,43303,43297,43285,42883,43673,43363,43223,42,42,39,41,41,36,35,35,37,35,34,37,34,23,17,16,16,18,16,17,17,18,6,9,8,7,8,8,7,7,9,8,8,8,7,8,8,8,7,6,6,7,6,7,6,6,6,6,6,6,7,6,6,7,7,7,10,7,6,6,8,6,11,11,12,9,9,7,5,6,6,1,3,1
3019-F039-30-O-TIPmmrsa,26,26,26,26,25,28,25,25,25,30,26,25,26,26,26,26,26,26,26,27,26,28,28,28,28,27,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,25,26,25,26,26,25,25,25,25,25,26,25,27,25,26,25,26,28,25,25,25,25,25,25,26,25,27,25,26,25,27,25,25,25,26,18,16,16,16,16,24,23,23,23,24,16,24,24,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,17,17,17,18,18,17,17,17,18,17,17,16,16,16,18,17,25,25,44,29,19,21,21,28,4677,4678,4678,4680,4676,4674,4673,4675,4677,4674,4675,4673,4661,4675,4675,4675,4675,4669,4675,4670,4676,4672,4675,4675,4674,4675,4671,4674,4661,4662,4678,4677,4664,4677,4677,4676,4684,4667,4669,4668,4669,4666,4669,4667,4668,4667,4668,4657,4659,4658,4667,4668,4668,43296,43299,43285,42889,43363,43785,43233,42,42,39,41,41,37,36,36,38,36,35,38,35,22,17,40,40,18,16,17,17,18,7,9,7,7,7,7,6,6,8,14,14,8,7,8,15,15,7,6,6,7,6,7,6,6,6,6,6,6,31,13,6,7,7,7,10,7,6,6,8,6,11,11,12,10,9,9,5,6,6,1,3,1
3468-E082-90-F-TIPmmrsa,17,17,17,17,16,19,16,16,16,21,17,16,17,17,17,17,17,17,17,18,17,19,19,19,19,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,16,17,16,17,17,16,16,16,16,16,17,16,17,16,17,16,17,19,16,16,16,16,16,16,17,16,18,16,17,16,18,16,16,16,17,18,16,16,16,16,16,16,16,16,17,16,17,17,17,17,18,18,16,19,16,20,16,16,16,16,17,18,18,17,17,17,17,17,16,16,16,17,17,16,17,17,18,17,17,16,16,16,19,17,18,18,20,20,19,21,21,17,4685,4686,4686,4684,4684,4682,4681,4683,4685,4682,4683,4682,4679,4683,4683,4682,4683,4677,4683,4679,4684,4680,4683,4683,4682,4683,4682,4682,4682,4683,4686,4685,4685,4685,4685,4684,4681,4680,4681,4682,4683,4680,4683,4681,4670,4669,4670,4664,4667,4670,4685,4664,4687,43212,43202,43192,42793,43223,43233,43702,43,43,39,41,41,36,35,35,37,35,34,37,34,22,17,16,16,18,16,17,17,18,6,9,7,7,7,7,6,6,8,7,7,8,7,8,8,8,7,6,6,7,6,7,6,6,6,6,6,6,7,7,7,7,7,7,10,7,6,6,8,6,11,11,12,9,9,8,5,6,6,1,2,1
1476-J005-150-U-TIPmmrsa,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,43,41,43,42,42,41,42,42,42,41,41,41,41,41,42,42,42,42,42,41,43,42,41,42,42,42,42,42,41,41,42,41,41,41,41,41,42,42,42,42,40,42,42,43,310,309,148,146,145,34,34,34,34,33,34,34,34,19,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,7,6,6,8,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,1,1,1
1799-J006-210-N-TIPmmrsa,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,43,41,43,42,42,41,42,42,42,41,41,41,41,41,42,42,42,42,42,41,43,42,41,42,42,42,42,42,41,41,42,41,41,41,41,41,42,42,42,42,40,42,42,43,309,310,148,146,145,34,34,34,34,33,34,34,34,19,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,7,6,6,8,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,1,1,1
2568-2029-14-HMRSA,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,51,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,76,76,76,76,76,76,76,76,76,75,75,75,75,75,76,75,75,75,77,76,76,75,76,76,76,75,75,75,75,75,81,81,76,76,76,73,42,42,41,42,42,42,42,42,79,79,79,79,79,79,53,50,41,40,40,40,38,39,39,39,148,148,345,185,190,66,66,66,66,65,66,66,66,18,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,6,6,11,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,1,1,1
3498-6022-0-OMRSA,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,18,17,17,17,17,17,17,17,78,78,78,78,78,78,78,78,78,72,77,77,77,77,77,77,77,77,79,78,78,77,78,78,78,77,77,77,77,77,78,78,78,73,78,108,41,41,40,41,41,41,41,41,90,90,90,90,90,90,52,53,40,42,42,42,40,41,41,41,146,146,185,346,268,100,100,100,100,100,100,100,100,18,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
5684-6047-0-HMRSA,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,78,78,78,78,78,78,78,78,78,73,78,78,78,78,78,78,78,78,79,78,78,78,78,78,78,78,78,78,78,78,79,78,78,73,78,109,41,43,42,43,43,43,43,43,91,91,91,91,91,91,52,52,41,42,42,42,41,41,41,41,145,145,190,268,359,100,100,100,100,100,100,100,100,17,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,7,7,7,7,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,1,1,1
1685-4031-0-NMRSA,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,70,70,70,70,70,70,70,70,70,64,69,69,69,69,69,69,69,69,70,70,71,69,70,70,70,69,69,69,69,69,70,70,70,65,70,100,33,33,33,32,32,32,32,32,88,88,88,88,88,88,52,52,32,37,37,37,36,36,37,36,34,34,66,100,100,330,266,267,267,265,267,266,260,18,17,17,17,17,17,17,17,17,6,7,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,1,1,1
1745-6010-0-NMRSA,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,70,70,70,70,70,70,70,70,70,64,69,69,69,69,69,69,69,69,70,70,71,69,70,70,70,69,69,69,69,69,70,70,70,65,70,100,33,33,33,32,32,32,32,32,88,88,88,88,88,88,52,52,32,36,36,36,35,35,36,35,34,34,66,100,100,266,315,267,267,265,267,266,260,18,17,17,17,17,17,17,17,17,6,7,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,1,1,1
