Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MaxSNPDist	NumBiallelicOverlappingGene	Percent	SNPDist_95p_of_max	Within_5p_MaxSNPDist	Plot_name	hex_color	color
Sa_2	S. aureus	27	2800000	75600000	47965	47740	225	0	225	35291	35104	187	12631	12567	64	146	145	1	40252	30	10	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	13144	13134	10	0	10	8680	8673	7	4442	4438	4	79	79	0	11040	13	10	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12735	12727	8	0	8	8498	8492	6	4218	4215	3	74	74	0	11095	9	10	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	46751	46534	217	0	217	34655	34468	187	12059	12007	52	136	134	2	39596	29	10	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	46766	46547	219	0	219	34635	34443	192	12091	12037	54	142	139	3	39581	30	10	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	47557	47337	220	0	220	35161	34975	186	12359	12302	57	139	137	2	40201	29	10	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	13038	13029	9	0	9	8567	8561	6	4449	4445	4	78	77	1	11066	11	10	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12466	12463	3	0	3	8438	8437	1	4014	4012	2	67	67	0	11032	12	10	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	47711	47486	225	0	225	35242	35048	194	12436	12380	56	137	135	2	40182	29	10	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48380	48149	231	0	231	35397	35199	198	12918	12856	62	168	165	3	40213	29	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48128	47901	227	0	227	35335	35147	188	12745	12680	65	151	150	1	40252	30	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	13337	13327	10	0	10	8734	8727	7	4570	4566	4	91	91	0	11040	14	12.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	12944	12934	10	0	10	8559	8552	7	4359	4355	4	81	80	1	11095	9	12.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	46997	46778	219	0	219	34724	34535	189	12227	12175	52	146	144	2	39596	30	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	47212	46988	224	0	224	34745	34550	195	12412	12356	56	157	154	3	39581	31	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	47713	47491	222	0	222	35200	35013	187	12473	12415	58	142	140	2	40201	29	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	13297	13287	10	0	10	8639	8633	6	4629	4624	5	86	85	1	11066	11	12.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	12873	12869	4	0	4	8563	8562	1	4286	4283	3	80	80	0	11033	12	12.5	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48148	47909	239	0	239	35380	35178	202	12724	12659	65	150	148	2	40182	31	12.5	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49966	49717	249	0	249	35828	35621	207	14033	13961	72	212	209	3	40213	30	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49817	49572	245	0	245	35784	35584	200	13934	13859	75	202	198	4	40284	31	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50048	49791	257	0	257	35931	35714	217	14022	13950	72	199	195	4	40275	32	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49803	49542	261	0	261	35820	35606	214	13891	13809	82	197	194	3	40182	32	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49045	48796	249	0	249	35309	35108	201	13648	13573	75	190	186	4	39596	32	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50265	50003	262	0	262	35937	35719	218	14225	14148	77	208	203	5	40233	32	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50029	49771	258	0	258	35862	35646	216	14068	13994	74	201	197	4	40301	29	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	14500	14485	15	0	15	9002	8994	8	5437	5429	8	122	120	2	11130	12	25	38286.9	FALSE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49664	49408	256	0	256	35755	35547	208	13811	13733	78	206	204	2	40295	33	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49783	49522	261	0	261	35780	35563	217	13899	13820	79	210	207	3	40224	31	25	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53286	52972	314	0	314	36768	36522	246	16317	16203	114	310	302	8	40300	33	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52875	52585	290	0	290	36627	36397	230	16071	15975	96	281	276	5	40300	33	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52930	52627	303	0	303	36662	36421	241	16106	16004	102	269	264	5	40302	33	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52841	52522	319	0	319	36649	36403	246	16020	15904	116	281	275	6	40189	33	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52461	52167	294	0	294	36424	36194	230	15876	15775	101	269	263	6	40226	34	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53097	52779	318	0	318	36715	36462	253	16197	16087	110	293	285	8	40233	34	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53072	52753	319	0	319	36688	36438	250	16210	16097	113	282	276	6	40302	35	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52044	51752	292	0	292	36390	36154	236	15501	15404	97	258	254	4	40224	32	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52989	52688	301	0	301	36651	36410	241	16165	16067	98	282	277	5	40300	36	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52969	52661	308	0	308	36695	36455	240	16089	15979	110	293	288	5	40233	34	50	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	200	2800000	560000000	55394	55032	362	0	362	37298	37025	273	17840	17700	140	366	357	9	40302	36	75	38286.9	TRUE	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	200	2800000	560000000	54866	54540	326	0	326	37135	36876	259	17496	17383	113	343	336	7	40302	35	75	38286.9	TRUE	S. aureus #2	#fabebe	pink
Efm_1	E. faecium	2	2900000	5800000	3994	3994	0	0	0	3163	3163	0	838	838	0	11	11	0	3994	1	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4	4	0	0	0	3	3	0	0	0	0	1	1	0	4	0	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	3382	3382	0	0	0	2702	2702	0	677	677	0	12	12	0	3382	2	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4737	4737	0	0	0	3762	3762	0	976	976	0	16	16	0	4737	2	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	184	184	0	0	0	121	121	0	64	64	0	1	1	0	184	0	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	3427	3427	0	0	0	2643	2643	0	779	779	0	15	15	0	3427	1	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4027	4027	0	0	0	3106	3106	0	911	911	0	17	17	0	4027	3	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4323	4323	0	0	0	3379	3379	0	943	943	0	15	15	0	4323	1	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	27	27	0	0	0	10	10	0	17	17	0	1	1	0	27	0	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4524	4524	0	0	0	3366	3366	0	1150	1150	0	22	22	0	4524	1	1	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4788	4769	19	0	19	3718	3702	16	1074	1070	4	15	15	0	4314	1	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4849	4848	1	0	1	3812	3811	1	1037	1037	0	17	17	0	4815	1	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	5888	5854	34	0	34	4584	4556	28	1306	1298	8	19	19	0	4407	2	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6433	6399	34	0	34	4908	4881	27	1518	1511	7	25	25	0	4755	2	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	5235	5226	9	0	9	4098	4089	9	1139	1137	2	21	21	0	4461	3	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6889	6863	26	0	26	5193	5171	22	1685	1681	4	31	31	0	4507	2	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6538	6512	26	0	26	4977	4955	22	1556	1552	4	25	25	0	4523	3	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4370	4370	0	0	0	3389	3389	0	980	980	0	15	15	0	4323	2	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	8109	8108	1	0	1	6215	6215	0	1893	1892	1	29	29	0	8076	5	2.5	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4596	4595	1	0	1	3383	3383	0	1204	1203	1	24	24	0	4524	2	2.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7036	6988	48	0	48	5285	5246	39	1748	1736	12	27	27	0	4543	2	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	5760	5744	16	0	16	4439	4425	14	1319	1317	2	24	24	0	4815	2	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7156	7121	35	0	35	5338	5309	29	1810	1802	8	31	31	0	5310	2	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	8312	8258	54	0	54	6331	6286	45	1977	1966	11	29	29	0	5157	2	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	8561	8493	68	0	68	6514	6456	58	2040	2025	15	33	33	0	5332	3	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7208	7164	44	0	44	5396	5359	37	1802	1793	9	33	33	0	4522	3	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6786	6751	35	0	35	5112	5084	28	1667	1660	7	30	30	0	4822	3	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6556	6530	26	0	26	4953	4931	22	1596	1592	4	26	26	0	4559	3	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	10157	10090	67	0	67	7628	7572	56	2518	2497	21	40	40	0	8076	5	5	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6589	6561	28	0	28	4958	4935	23	1618	1613	5	33	33	0	4551	3	5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7090	7042	48	0	48	5299	5260	39	1783	1771	12	32	32	0	4543	2	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7602	7551	51	0	51	5883	5839	44	1714	1705	9	30	30	0	5322	2	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7216	7181	35	0	35	5348	5319	29	1857	1849	8	34	34	0	5310	2	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8376	8322	54	0	54	6350	6305	45	2022	2011	11	29	29	0	5157	2	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8625	8557	68	0	68	6530	6472	58	2086	2071	15	35	35	0	5349	3	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7260	7216	44	0	44	5411	5374	37	1838	1829	9	34	34	0	4553	3	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	6832	6797	35	0	35	5127	5099	28	1698	1691	7	30	30	0	4822	3	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8342	8297	45	0	45	6323	6284	39	2007	2000	7	36	36	0	5348	3	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	10316	10240	76	0	76	7708	7644	64	2597	2574	23	42	42	0	8087	5	7.5	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	6748	6720	28	0	28	5030	5007	23	1704	1699	5	35	35	0	4551	3	7.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	7160	7112	48	0	48	5321	5282	39	1828	1816	12	35	35	0	4556	2	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8516	8461	55	0	55	6442	6396	46	2062	2051	11	37	37	0	5322	2	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	7269	7233	36	0	36	5359	5330	29	1895	1886	9	38	38	0	5310	2	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8825	8770	55	0	55	6595	6549	46	2220	2209	11	35	35	0	5328	2	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8699	8631	68	0	68	6557	6499	58	2127	2112	15	41	41	0	5349	3	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8738	8669	69	0	69	6573	6514	59	2153	2138	15	39	39	0	5337	3	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	6883	6848	35	0	35	5145	5117	28	1729	1722	7	32	32	0	4822	3	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8610	8546	64	0	64	6505	6450	55	2093	2081	12	38	38	0	5348	3	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	10447	10370	77	0	77	7759	7694	65	2673	2650	23	46	46	0	8087	6	10	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8484	8437	47	0	47	6365	6325	40	2103	2095	8	42	42	0	5362	3	10	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8871	8802	69	0	69	6626	6568	58	2227	2211	16	44	44	0	4975	2	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8641	8586	55	0	55	6479	6433	46	2143	2132	11	45	45	0	5349	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	7332	7296	36	0	36	5382	5353	29	1934	1925	9	39	39	0	5310	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8916	8860	56	0	56	6627	6581	46	2276	2264	12	38	38	0	5328	2	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8878	8810	68	0	68	6633	6575	58	2228	2213	15	43	43	0	5353	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8778	8709	69	0	69	6587	6528	59	2179	2164	15	39	39	0	5337	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	7030	6995	35	0	35	5208	5180	28	1810	1803	7	35	35	0	4848	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8752	8684	68	0	68	6571	6513	58	2166	2151	15	41	41	0	5348	3	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	11739	11638	101	0	101	8816	8729	87	2905	2876	29	49	49	0	8087	6	12.5	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8800	8734	66	0	66	6568	6512	56	2215	2202	13	45	45	0	5362	4	12.5	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9089	9019	70	0	70	6690	6632	58	2376	2359	17	49	49	0	5349	4	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	12632	12525	107	0	107	9276	9187	89	3321	3288	33	67	67	0	8107	6	25	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9053	8982	71	0	71	6665	6606	59	2362	2345	17	54	54	0	5328	3	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9455	9381	74	0	74	6860	6799	61	2573	2555	18	50	50	0	5340	3	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9269	9199	70	0	70	6786	6726	60	2458	2443	15	51	51	0	5353	4	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9056	8985	71	0	71	6680	6620	60	2356	2339	17	47	47	0	5337	4	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	7973	7924	49	0	49	5720	5679	41	2228	2217	11	51	51	0	4848	3	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9274	9202	72	0	72	6764	6705	59	2481	2463	18	55	55	0	5362	4	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	12860	12755	105	0	105	9388	9300	88	3441	3409	32	62	62	0	8102	7	25	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9343	9270	73	0	73	6821	6760	61	2494	2477	17	56	56	0	5362	4	25	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	9825	9754	71	0	71	6982	6923	59	2804	2787	17	66	66	0	5364	4	50	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	13196	13084	112	0	112	9437	9346	91	3710	3672	38	81	81	0	8107	6	50	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	13173	13061	112	0	112	9468	9375	93	3652	3615	37	84	84	0	8105	6	50	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	13446	13334	112	0	112	9566	9474	92	3835	3799	36	77	77	0	8107	8	50	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	9832	9759	73	0	73	6985	6924	61	2812	2795	17	63	63	0	5363	4	50	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	9791	9717	74	0	74	6946	6885	61	2804	2785	19	69	69	0	5362	4	50	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	9779	9705	74	0	74	6940	6878	62	2798	2780	18	69	69	0	5364	3	50	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	13313	13203	110	0	110	9508	9418	90	3754	3718	36	82	82	0	8105	7	50	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	13401	13291	110	0	110	9563	9472	91	3785	3750	35	84	84	0	8102	7	50	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	76	2900000	220400000	10021	9947	74	0	74	7047	6986	61	2930	2912	18	74	74	0	5362	5	50	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13739	13624	115	0	115	9652	9560	92	4020	3980	40	99	99	0	8105	8	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13725	13608	117	0	117	9643	9550	93	4015	3973	42	99	99	0	8107	7	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13551	13438	113	0	113	9581	9487	94	3911	3874	37	90	90	0	8107	6	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13769	13653	116	0	116	9639	9546	93	4064	4024	40	98	98	0	8107	8	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	10262	10187	75	0	75	7117	7056	61	3093	3074	19	81	81	0	5364	5	75	7701.65	FALSE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13763	13648	115	0	115	9688	9595	93	4013	3974	39	93	93	0	8105	7	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13790	13675	115	0	115	9676	9583	93	4049	4010	39	97	97	0	8107	8	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13699	13587	112	0	112	9636	9545	91	3999	3962	37	95	95	0	8105	7	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13667	13555	112	0	112	9631	9540	91	3974	3937	37	93	93	0	8107	7	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	114	2900000	330600000	13813	13696	117	0	117	9701	9607	94	4045	4004	41	99	99	0	8107	8	75	7701.65	TRUE	E. faecium #1	#9A6324	brown
Efs_1	E. faecalis	2	2900000	5800000	16201	16201	0	0	0	13002	13002	0	2955	2955	0	31	31	0	16201	10	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	16198	16198	0	0	0	13001	13001	0	2956	2956	0	30	30	0	16198	10	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	41	41	0	0	0	9	9	0	31	31	0	1	1	0	41	0	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	57	57	0	0	0	35	35	0	21	21	0	1	1	0	57	0	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	16401	16401	0	0	0	13174	13174	0	3071	3071	0	31	31	0	16401	8	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	12992	12992	0	0	0	10215	10215	0	2558	2558	0	22	22	0	12992	3	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	16405	16405	0	0	0	13185	13185	0	3064	3064	0	29	29	0	16405	8	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	16242	16242	0	0	0	13060	13060	0	2941	2941	0	32	32	0	16242	10	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	12995	12995	0	0	0	10221	10221	0	2557	2557	0	21	21	0	12995	3	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	2	2900000	5800000	17484	17484	0	0	0	13991	13991	0	3303	3303	0	33	33	0	17484	9	1	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	16262	16262	0	0	0	13034	13034	0	2984	2984	0	31	31	0	16201	10	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	16258	16258	0	0	0	13037	13037	0	2980	2980	0	30	30	0	16214	10	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	86	86	0	0	0	43	43	0	42	42	0	1	1	0	72	0	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	74	74	0	0	0	39	39	0	33	33	0	2	2	0	67	0	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	16478	16478	0	0	0	13215	13215	0	3104	3104	0	32	32	0	16444	8	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	13009	13009	0	0	0	10224	10224	0	2567	2567	0	22	22	0	12992	3	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	16443	16443	0	0	0	13196	13196	0	3090	3090	0	30	30	0	16405	8	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	16302	16301	1	0	1	13079	13078	1	2980	2979	1	33	33	0	16242	10	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	13066	13066	0	0	0	10264	10264	0	2585	2585	0	21	21	0	12995	3	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
Efs_1	E. faecalis	4	2900000	11600000	17561	17560	1	0	1	14021	14020	1	3344	3343	1	37	37	0	17509	9	2.5	19846.45	FALSE	E. faecalis #1	#bfef45	Lime
